source_song,matched_song,similarity
Unaffected (Hoobastank),Hunting High And Low (Freedom Call),0.9198653751045937
Cheer Up Boys (Your Make Up Is Running) (Foo Fighters),Kain (Theatres Des Vampires),0.9198624564349924
Wayfarer (Hot Water Music),Losing Patience (Comeback Kid),0.9198606111729687
Whisper in Time (Bad Religion),Will You (P.O.D.),0.9198605781673765
Devastator (The Blood Brothers),Severe Emotional Distress (Into Eternity),0.9198541044411829
All That You Are (Mudvayne),Warrant (Foster the People),0.9198505669244668
Blood Stains Blondes (Deathstars),Coming of Age (Foster the People),0.9198487199785431
Stars Tonight (Lady Antebellum),Prime (Allie X),0.9198483557882928
Signals Over The Air (Thursday),Congregation (Foo Fighters),0.9198477990629107
A Bigger Mood (American Hi-Fi),Mono (Courtney Love),0.9198470648031816
One Step Closer (Linkin Park),If Its Alright (Lindsay Lohan),0.9198437881591855
F.E.A.R. (Testament),Violent Mood Swings (Spineshank),0.9198433136334565
For Now (Twin Shadow),Dont Stop (Fleetwood Mac),0.9198416486044991
Kristy Are You Doing Okay? (The Offspring),History Lesson (Motion City Soundtrack),0.9198412794791202
Plug N Die (Dope Stars Inc.),Wait A Minute (The Hives),0.9198409360064178
I Fall To Pieces (Patsy Cline),Sixteen Candles (The Crests),0.9198393126127221
Grain (Ghost Brigade),Pretending (Him),0.9198382312045984
Twenty Five Miles (Edwin Starr),Dear Diary (Róisín Murphy),0.9198350275508511
Shoot From The Hip (A Change of Pace),2024 (Cage the Elephant),0.9198349905059944
Dont Give Me Your Life (Alex Party),Louie Louie (The Kingsmen),0.9198341536487235
Happiness & The Fish (Our Lady Peace),I HATE MYSELF AND WANT TO DIE (RENTRER EN SOI),0.919833934327657
Toy Soldier (Britney Spears),Zaubererbruder (ASP),0.9198320061335221
The Return Of The Son Of Nothing (Tiamat),And My Fury Stands Ready (My Dying Bride),0.9198304799290021
Special Delivery (The Offspring),One Time Too Many (Phoenix),0.9198295554692927
This Dream Is Over (Mando Diao),Throw Down (Tenacious D),0.9198279550333543
The World Without (A Fine Frenzy),Love Like Blood (Dead by April),0.9198277595059074
Demonoid Phenomenon (Rob Zombie),A Neverending Dream (Cascada),0.9198265975686732
Slaves & Bulldozers (Soundgarden),Homewrecker (Marina & the Diamonds),0.919826168985939
Breakout (Foo Fighters),Late Again (MxPx),0.9198230784984803
Night Is the Day Turned Inside Out (Beulah),Hand Over Fist (Rush),0.9198226909590003
Timeless Winter (Into Eternity),Disengage (Suicide Silence),0.9198217024139158
I Get It (Chevelle),Human Strain (Slayer),0.9198187475616536
My Reply (The Ataris),Pretending (Him),0.9198165861569726
My Goddess (The Exies),The Last Ammunition (Deathstars),0.9198145518063539
Undead Son (Tarot),The Base (Paul Banks),0.9198134368376659
Must Have Done Something Right (Relient K),When Last I Spoke to Carol (Morrissey),0.9198094908713886
Morbid Fascination of Death (Carpathian Forest),Death Delirium (Bloodbath),0.9198074235343495
Knuddelmaus (Ulrich Schnauss),Hide and Seek (Theatre of Tragedy),0.9198065092787078
Consumo Gusto (Ska-P),Fell for You (Green Day),0.919805877529497
Unexpected Places (The Academy Is...),Morphogenesis (Scar Symmetry),0.9198058577022101
The Adventure (Angels & Airwaves),Ashtray Heart (Placebo),0.9198046417922282
Im Taking You With Me (Relient K),WTFWJD (I Set My Friends on Fire),0.9198018697632897
Superbug (Sneaker Pimps),Cellos for the Insatiable (Agathodaimon),0.9197986817025247
A New Age (Xandria),Dirty Words (The Qemists),0.9197921257430833
Honeymoon Suite (Lacuna Coil),Hudson Line (Mercury Rev),0.9197878829296137
Echo Chamber (The Ark),This Ones For The Girls (Martina McBride),0.9197840444756862
How Do You Feel? (311),Inside Of You (Hoobastank),0.9197839181299825
Ive Been Waiting for You (David Bowie),Beautiful Bride (Flyleaf),0.9197831262334486
The Ex (Billy Talent),Kraft (Bosse),0.9197816941443685
Knife Fight (Municipal Waste),Raping the System (Dying Fetus),0.9197790370194183
Live-In Skin (Foo Fighters),Bang Your Head (Metal Health) (Quiet Riot),0.9197785792058621
You Better Pray (The Red Jumpsuit Apparatus),Someone Else Calling You Baby (Luke Bryan),0.9197773687808145
Narcosynthesis (Nevermore),Surma (Korpiklaani),0.9197765303299451
Strained (Katatonia),Getting Away With Murder (Papa Roach),0.9197743723130745
Whos David (Busted),I Would Do Anything for You (Foster the People),0.9197719977764871
Against (Sepultura),The New Black (Every Time I Die),0.9197710315624149
The Obvious (Orgy),spiral (L'Arc~en~Ciel),0.9197702923870097
Bitter Sweet Symphony (The Verve),You Bring Me Down (The Like),0.9197700852636247
Its All Been Done (Barenaked Ladies),Last Chance (Jet),0.9197699396804052
Spirit dreams inside (L'Arc~en~Ciel),Raum Der Zeit (Wizo),0.9197679748140677
Futureal (Iron Maiden),Fazers (King Geedorah),0.9197670242154976
Streets of Your Town (The Go-Betweens),Something Kinda Ooooh (Girls Aloud),0.9197657983642874
My Goddess (The Exies),Big Freeze (Muse),0.919760349231862
Neighborhood #3 (Power Out) (Arcade Fire),I Surrender (A Day to Remember),0.9197577963969551
Uno Entre 1000 (Gustavo Cerati),14 Forever (Stars),0.91975612412701
Loose Translation (The New Pornographers),Fluorescent Adolescent (Arctic Monkeys),0.9197519368520055
Calling My Name (Dragonland),Hunting High And Low (Freedom Call),0.919748208876025
Lycanthrope (+44),Great Things (Echobelly),0.9197473368203724
Demonoid Phenomenon (Rob Zombie),Super Villain (Powerman 5000),0.9197456851316167
Brian the Vampire (Xiu Xiu),Resurrection By Erection (Powerwolf),0.9197451110517235
Savin Me (Nickelback),Midnight Memories (One Direction),0.9197428522655353
Deep Silent Complete (Nightwish),Limassol (Maxïmo Park),0.9197414429409859
Barbarella (Scott Weiland),Segredos (Frejat),0.9197410194725392
Transatlantic Foe (At the Drive-In),Elusive Reaches (Ensiferum),0.9197399731018624
Weapon & The Wound (Days of the New),Whos Crying Now (Journey),0.9197398091373398
Where Did My Baby Go (John Legend),Dont Let It Go (Beck),0.9197363159955521
New Model No. 15 (Marilyn Manson),Explodiert (Bosse),0.9197253603623139
Better Man (Pearl Jam),Daddys Gone (Glasvegas),0.9197239101734932
Act Of Contrition (Shadows Fall),G.I.N.A.S.F.S. (Fall Out Boy),0.9197225948361518
Identity Crisis (Thrice),ALONE EN LA VIDA (L'Arc~en~Ciel),0.9197218677245652
Electric Avenue (Skindred),Keep You (Wild Belle),0.9197214462727573
Gypsy Rose Lee (The Distillers),Bring Me to Life (Evanescence),0.9197213202066218
The Price (Twisted Sister),Little Deaths (To/Die/For),0.9197208430721159
Everything Has Its Point (Rival Schools),I Dont Wanna Know (New Found Glory),0.9197190576358569
Be Somebody (Kings of Leon),Skeleton Jar (Youth Group),0.9197142917227414
Rascuache (At the Drive-In),Bourgeois (Phoenix),0.9197107061111306
Morphogenesis (Scar Symmetry),Crying Out (Shinedown),0.9197011939946075
Strained (Katatonia),Trinity Fields (Deathstars),0.9196993782174644
Sister Surround (The Soundtrack of Our Lives),All Else Is Hollow (Poisonblack),0.9196963696028225
Synthetic (Spineshank),Smile Lines (Incubus),0.9196963254004645
Sandcastle Disco (Solange),My Bed Is Too Big (Blue System),0.9196926502151755
A to B (The Futureheads),Shortwave (Matthew Dear),0.919689428927716
The Big Exit (Editors),Torches Together (mewithoutYou),0.9196890271617081
Get Up Again (Flaw),Bárbara (Los Hermanos),0.9196867836920727
175 (Big D And The Kids Table),Pages (3 Doors Down),0.9196866995622022
If This Is Love (The Saturdays),My Bed Is Too Big (Blue System),0.9196825840442772
All That You Are (Mudvayne),Fly (Nicki Minaj),0.919679001790887
Beach Comber (Real Estate),Who Is She? (I Monster),0.9196765860192812
Walk Away (Franz Ferdinand),Youre The Love I Wanna Be In (Jason Aldean),0.9196761635231793
Cowboy Casanova (Carrie Underwood),I Forgive You (Kelly Clarkson),0.9196756272728964
Free Will Sacrifice (Amon Amarth),Sverddans (Burzum),0.9196720877979336
Grow Up (Paramore),Mute (Drowning Pool),0.9196710880400044
Xanadu (Rush),Abyssum (Imperia),0.9196693243573197
Repetition Kills You (The Black Ghosts),Finish Line (Fanfarlo),0.9196674900675479
Heru Ra Ha: Let There Be Might (Behemoth),Unmarked Graves (Misery Index),0.9196664059916025
New Angel (Saosin),Skeleton Man (Evangelicals),0.9196601681291258
Wayfarer (Hot Water Music),You Dont Love Me (The Kooks),0.9196601437289758
The Story So Far (New Found Glory),Never Gonna Be The Same (Courtney Love),0.9196568688152909
Angry Nerd Rock (The Ataris),The Glory Of Love (New Found Glory),0.919655034872194
Let Me (Black Tide),You Better Pray (The Red Jumpsuit Apparatus),0.9196525215712469
Make Your Move (New Found Glory),A Dustland Fairytale (The Killers),0.9196522400638926
Ive Been Delivered (The Wallflowers),Crucial (K-OS),0.9196514414471261
Yard Of Blonde Girls (Jeff Buckley),Gas Panic! (Oasis),0.9196512305055423
Serpents Kiss (Symphony X),The Savage Union (Edguy),0.9196485335248831
Hulahoop Wounds (At the Drive-In),Common People (Pulp),0.9196458023064145
Memory (Sugarcult),Are You Happy Now? (Michelle Branch),0.9196451186475584
La Posada de los Muertos (Mägo de Oz),Congregation (Foo Fighters),0.9196428285234751
175 (Big D And The Kids Table),Orestes (A Perfect Circle),0.9196417965648487
South Side (Moby),Why Im Here (Oleander),0.9196411328635312
Headtrip (Sevendust),The Turn of the Screw (Heaven & Hell),0.9196407062713536
Your Love (The Outfield),Hudson Line (Mercury Rev),0.9196395788239642
Buried Myself Alive (The Used),That Was a Crazy Game of Poker (O.A.R.),0.9196382229862995
More Than Ever (Evergrey),Hallowed Be My Name (HammerFall),0.9196320202540812
Night Is the Day Turned Inside Out (Beulah),Kelly (Van She),0.9196282055175075
Abysmal (The Haunted),We Shall All Bleed (DeadLock),0.9196230320063613
Snowed Under (Keane),Revenge Is Sweeter (Than You Ever Were) (The Veronicas),0.9196217636999027
Holler (Spice Girls),If This Is Love (The Saturdays),0.9196203528005835
Your Bore (Seether),Kill (Jimmy Eat World),0.9196170867287424
The Age Of Pamparius (Turbonegro),Armia (Heaven Shall Burn),0.9196167329174713
Anyone But You (RX Bandits),Suit Yourself (Shout Out Louds),0.9196166863502352
Whats Coming Over You (Beatsteaks),The Ostrich (Steppenwolf),0.919615308511094
Armageddon (Alkaline Trio),If Its Alright (Lindsay Lohan),0.9196151135016869
She Took Him to the Lake (Alkaline Trio),Streets (Avenged Sevenfold),0.919612135929978
Air Hostess (Busted),Cursed Be Iron (Turisas),0.9196119735246765
Killing Birds (Chris Cornell),Darling Harbour (Silverstein),0.9196119620141795
Spin (Taking Back Sunday),Saturday (Fall Out Boy),0.919611429511033
Sureshot (Yellowcard),Moments Like This (Reamonn),0.9196108460794825
The Glow Of The Setting Sun (Nightrage),Room to Breathe (You Me at Six),0.9196075256041361
Heaven Tonight (Hole),Low (Coldplay),0.9196045291738255
Dissention (Orgy),Any Place But Here (Anthrax),0.9196023572941162
Everyone (Adema),Message to the World (Story of the Year),0.9196015082312311
Tell Me a Lie (One Direction),Loose Cannon (Killing Joke),0.9196014170052302
The Running Free (Coheed and Cambria),Redefine (Incubus),0.9196010450924145
Watch Me Bleed (Tears for Fears),Suspicious Eyes (The Rakes),0.919600981922176
Kungen är död (Kent),Learnt My Lesson Well (Kaiser Chiefs),0.9196000952114703
All New Low (The Hellacopters),Flaming Ember (Cadacross),0.9196000411137469
Suffer (Staind),Burn Away (Foo Fighters),0.9195969998395438
Devastator (The Blood Brothers),This Ones for You (Of Mice & Men),0.9195933150641922
Steel Rain (Chris Cornell),Undermined (Clan of Xymox),0.9195925922439513
How Can Anybody Possibly Know How I Feel? (Morrissey),Two Receivers (Klaxons),0.9195873948388836
White Rabbit (Collide),Undead Son (Tarot),0.9195873792921244
That Should Be Me (Justin Bieber),How Do I Live (LeAnn Rimes),0.9195870708799203
Goodbye Earl (Dixie Chicks),Ainda Gosto Dela (Skank),0.919586824981495
Dont Tell A Soul (Katatonia),Snuff (Slipknot),0.9195864850243414
Animals Cant Laugh (Moriarty),Careless (Amos Lee),0.9195836379078343
Scream Of Anger (Arch Enemy),Clients (The Red Chord),0.9195831015264981
New Millennium Homes (Rage Against the Machine),What Drives The Weak (Shadows Fall),0.9195776778708504
This Celluloid Dream (AFI),Bullets (Editors),0.9195768130193485
A Boy Brushed Red Living In Black And White (Underoath),The War Is On (coldrain),0.9195763173210829
Boom! (System of a Down),Best Beating Heart (Sing It Loud),0.9195739680491046
Cast Me Aside (Drowning Pool),JUST MAD PAIN (RENTRER EN SOI),0.9195712312895901
Outlaw Heart (Tiger Army),Mutt (blink-182),0.919570678037889
All Play Dead (Nevermore),Bury Me Alive (We Are the Fallen),0.9195701550021428
RX Coup (Sparta),The Older I Get (Skillet),0.9195682270222356
Rainbow Box (Riverside),Love Like Blood (Dead by April),0.9195681830814384
Always Be (Jimmy Eat World),Give It Up! Give It Up! (His Statue Falls),0.9195664621226591
Authority (Goldfinger),Black Cat (Mayday Parade),0.9195657824742304
Signals Over The Air (Thursday),Thick As Thieves (Dashboard Confessional),0.9195639940628979
As Lovers Go (Dashboard Confessional),Suspended In Gaffa (Ra Ra Riot),0.9195630163367906
My Friends Over You (New Found Glory),Betrayed Me (Adema),0.9195628662616311
Dont Listen To The Radio (The Vines),Rat Is Dead (Rage) (Cansei de Ser Sexy),0.9195613048860599
Memory (Sugarcult),WTFWJD (I Set My Friends on Fire),0.9195600678194639
Let It Out (Hoobastank),Chainsaw Buffet (Lordi),0.9195596403851404
Passion And The Opera (Nightwish),So What (P!nk),0.9195561863419076
The Glory Of Love (New Found Glory),Love Train (Wolfmother),0.9195537749049331
Ruun (Enslaved),Apokalypse (Equilibrium),0.9195530982715491
Streets of Gold (3OH!3),I Need You Now (Agnes),0.9195518632005675
Semi Precious Weapons (Semi Precious Weapons),Survival Of The Sickest (Saliva),0.9195510929053228
Lost In Space (Misfits),Twilight Tavern (Ensiferum),0.9195500480880374
My Despair (In Strict Confidence),Nest (Moses Campbell),0.9195480446727188
Reconsider Everything (311),The Evidence (The Receiving End of Sirens),0.9195473621325081
Dancing in the Street (Martha Reeves & The Vandellas),I Forgive You (Kelly Clarkson),0.9195432643646335
Adios (Rammstein),Big Freeze (Muse),0.9195416084315274
Marches And Maneuvers (Thursday),The Dream Seeker (Dragonland),0.9195332076916263
Decisions Decisions (The Starting Line),You Dont Belong (Daughtry),0.9195304503033583
Rip The Heart Out Of Me (Adema),Crashing Foreign Cars (Helmet),0.9195253618452403
Empire State Human (The Human League),Wild Strawberries (Pnau),0.9195218905002975
Kontroll på kontinentet (Kaizers Orchestra),Predictable (Good Charlotte),0.9195206093285234
Nuit blanche (Vive La Fête),I Feel Like (Kaskade),0.9195191040575255
Paper Thin (Hot Water Music),Good Things (Rival Schools),0.9195189741411164
Speculum (Adema),Complacent (Assemblage 23),0.9195189096024478
Unite (Beastie Boys),Come Original (311),0.919518629538731
Lost In Space (Misfits),Blast (Vader),0.9195179766023962
Synthetic (Spineshank),Indiscrete (Qntal),0.9195154980059944
The New Black (Every Time I Die),Speak to Me Bones (Land of Talk),0.9195136863084875
Gimme Stitches (Foo Fighters),Let The Sin Begin (Drowning Pool),0.9195131843676299
Deeper Into You (TRUSTcompany),Deny Me (Soil),0.9195111949162222
Neither of Us Can See (Incubus),you (High And Mighty Color),0.9195111176413684
The Lovers Are Losing (Keane),Halfway Gone (Lifehouse),0.9195110280691262
A Place in the Sun (Lit),Firefight (Jimmy Eat World),0.9195098181255793
Murray (Pete Yorn),Heretic (Avenged Sevenfold),0.919508709584914
The Pizza Song (The Bouncing Souls),Something Kinda Ooooh (Girls Aloud),0.9195061918856934
Dumpweed (blink-182),Shining Light (Ash),0.9195037695809966
Where Do We Go From Here (Filter),I Say You He Dead (Evergreen Terrace),0.9195028642081258
Returning to the Fold (The Thermals),Break Apart Her Heart (Good Charlotte),0.9195026065662917
Starfighter Pilot (Snow Patrol),The Conductor (The Faint),0.9195017540540849
Celestica (Crystal Castles),I Need You Now (Agnes),0.9195011246812794
Stop Or Go (The Pigeon Detectives),Invisible (Modest Mouse),0.919499826087021
Watershed (Coal Chamber),Moonchariot (Elvenking),0.9194990556572127
Thatll Be The Day (Streetlight Manifesto),All You Need Is Me (Morrissey),0.9194964727619799
Birth Of The Three (the Unification) (Orphaned Land),Cyclopian Scape (High on Fire),0.9194957688738319
Better Than Revenge (Taylor Swift),Decisions (Borgore),0.9194944732510892
Fox (Millencolin),Miles Apart (Yellowcard),0.9194944012424084
Down South (Summerset Avenue),No Such Thing (John Mayer),0.9194922982801234
Underwater (Tegan and Sara),Space Travel (Yellowcard),0.9194903347796199
Do It For Me Now (Angels & Airwaves),Hes There (One Night Only),0.9194901705927734
Sliver (Nirvana),Make Your Move (New Found Glory),0.9194891603949269
Live-In Skin (Foo Fighters),She Took Him to the Lake (Alkaline Trio),0.9194766503557773
Live A Lie (Default),Bittersweet Memories (Bullet for My Valentine),0.9194756569700464
Woke Up This Morning (Nickelback),Signals Over The Air (Thursday),0.9194753907091818
Watershed (Coal Chamber),Kill the Light (Lacuna Coil),0.9194728385582256
